TransactionID,SellerID,BuyerID,Amount(INR),Date
txn_1886,TxUI210372,TxUI455,54137,10-02-2011
txn_2089,TxUI469,TxUI210358,28110,10-02-2011
txn_1963,TxUI492,TxUI2397,116070,11-02-2011
txn_2083,TxUI457,TxUI23761,148144,11-02-2011
txn_1831,TxUI23726,TxUI447,77067,12-02-2011
txn_1064,TxUI37926,TxUI255,38909,13-02-2011
txn_1249,TxUI231,TxUI37966,63994,13-02-2011
txn_985,TxUI269832,TxUI268,43165,15-02-2011
txn_1164,TxUI276,TxUI269863,68928,15-02-2011
txn_1835,TxUI71068,TxUI465,257091,17-02-2011
txn_2030,TxUI471,TxUI71089,196656,17-02-2011
txn_980,TxUI76923,TxUI286,91886,18-02-2011
txn_1157,TxUI224,TxUI44643,172680,18-02-2011
txn_1158,TxUI255,TxUI76913,98876,18-02-2011
txn_1814,TxUI127041,TxUI471,62355,19-02-2011
txn_1997,TxUI429,TxUI127019,159720,19-02-2011
txn_909,TxUI469,TxUI238,539091,21-02-2011
txn_1071,TxUI214,TxUI481,370953,21-02-2011
txn_2154,TxUI448,TxUI53122,10428,26-02-2011
txn_978,TxUI140152,TxUI295,147610,27-02-2011
txn_1087,TxUI256,TxUI31276,78516,28-02-2011
txn_1881,TxUI19315,TxUI455,20624,02-03-2011
txn_1945,TxUI51284,TxUI416,69191,02-03-2011
txn_1946,TxUI25130,TxUI440,87119,02-03-2011
txn_2082,TxUI490,TxUI19334,81734,02-03-2011
txn_2153,TxUI491,TxUI51226,16647,02-03-2011
txn_1883,TxUI25096,TxUI439,128416,03-03-2011
txn_1944,TxUI190885,TxUI420,96544,03-03-2011
txn_2084,TxUI485,TxUI25075,158064,03-03-2011
txn_2152,TxUI421,TxUI190820,50600,03-03-2011
txn_1885,TxUI181627,TxUI440,26045,04-03-2011
txn_2088,TxUI428,TxUI181629,56901,04-03-2011
txn_901,TxUI5428,TxUI256,215080,07-03-2011
txn_1943,TxUI37929,TxUI470,53528,07-03-2011
txn_124,TxUI433,TxUI141,72032,09-03-2011
txn_1942,TxUI243915,TxUI469,12441,09-03-2011
txn_2151,TxUI434,TxUI243944,47793,09-03-2011
txn_1941,TxUI84023,TxUI421,75413,12-03-2011
txn_2150,TxUI474,TxUI84093,91341,12-03-2011
txn_1880,TxUI46870,TxUI460,68156,13-03-2011
txn_2081,TxUI429,TxUI46830,51928,13-03-2011
txn_443,TxUI148,TxUI490,34888,15-03-2011
txn_2025,TxUI486,TxUI37911,279198,15-03-2011
txn_2149,TxUI471,TxUI755087,91602,15-03-2011
txn_1828,TxUI140147,TxUI443,186816,16-03-2011
txn_1879,TxUI84153,TxUI464,75958,16-03-2011
txn_1940,TxUI244267,TxUI449,62347,17-03-2011
txn_2148,TxUI477,TxUI244270,29304,17-03-2011
txn_2080,TxUI460,TxUI41960,42440,19-03-2011
txn_1789,TxUI56298,TxUI484,428260,21-03-2011
txn_2023,TxUI476,TxUI84165,62154,21-03-2011
txn_2147,TxUI469,TxUI24994,15230,21-03-2011
txn_1877,TxUI24934,TxUI418,108782,22-03-2011
txn_1878,TxUI41922,TxUI435,168392,23-03-2011
txn_1938,TxUI84244,TxUI485,75942,23-03-2011
txn_442,TxUI129,TxUI37989,165408,24-03-2011
txn_2146,TxUI436,TxUI84289,86406,24-03-2011
txn_907,TxUI2329,TxUI265,383950,28-03-2011
txn_937,TxUI9962,TxUI215,56400,28-03-2011
txn_1062,TxUI98659,TxUI297,75255,28-03-2011
txn_1063,TxUI160327,TxUI223,63447,28-03-2011
txn_1080,TxUI243,TxUI46991,145761,28-03-2011
txn_1246,TxUI275,TxUI98679,51484,28-03-2011
txn_1247,TxUI277,TxUI14868,32072,28-03-2011
txn_1248,TxUI245,TxUI160360,94840,28-03-2011
txn_1769,TxUI2351,TxUI499,514339,28-03-2011
txn_896,TxUI25076,TxUI210,158000,31-03-2011
txn_977,TxUI4455,TxUI240,176590,31-03-2011
txn_1245,TxUI239,TxUI4449,79943,31-03-2011
txn_1875,TxUI160294,TxUI410,197288,31-03-2011
txn_2021,TxUI422,TxUI160272,165333,31-03-2011
txn_1788,TxUI31134,TxUI469,246705,02-04-2011
txn_1876,TxUI36568,TxUI422,107892,02-04-2011
txn_952,TxUI4544,TxUI213,84687,04-04-2011
txn_1124,TxUI275,TxUI4530,75924,04-04-2011
txn_1793,TxUI5495,TxUI459,357800,04-04-2011
txn_1937,TxUI755093,TxUI410,28721,04-04-2011
txn_1955,TxUI483,TxUI755296,510030,04-04-2011
txn_1969,TxUI465,TxUI4073,241355,04-04-2011
txn_1970,TxUI412,TxUI9129,258880,04-04-2011
txn_1971,TxUI449,TxUI5433,469435,04-04-2011
txn_1972,TxUI496,TxUI11995,223310,04-04-2011
txn_2078,TxUI492,TxUI38035,161896,04-04-2011
txn_373,TxUI84620,TxUI191,70702,05-04-2011
txn_858,TxUI181,TxUI84658,33768,05-04-2011
txn_1061,TxUI244641,TxUI246,96693,05-04-2011
txn_1243,TxUI285,TxUI244645,15786,05-04-2011
txn_1244,TxUI287,TxUI20067,12618,05-04-2011
txn_123,TxUI160611,TxUI129,196666,06-04-2011
txn_441,TxUI194,TxUI160654,119596,06-04-2011
txn_927,TxUI50363,TxUI251,322535,08-04-2011
txn_1060,TxUI98737,TxUI233,97655,08-04-2011
txn_1155,TxUI246,TxUI50396,106688,08-04-2011
txn_1242,TxUI220,TxUI98786,69421,08-04-2011
txn_1790,TxUI22369,TxUI432,260910,08-04-2011
txn_1830,TxUI53172,TxUI456,57531,08-04-2011
txn_1993,TxUI450,TxUI22378,271184,08-04-2011
txn_1059,TxUI50455,TxUI256,53380,10-04-2011
txn_1240,TxUI250,TxUI50495,73343,10-04-2011
txn_1241,TxUI290,TxUI740182,88339,10-04-2011
txn_1990,TxUI499,TxUI740193,70852,10-04-2011
txn_372,TxUI244859,TxUI125,47278,12-04-2011
txn_857,TxUI113,TxUI244865,94960,12-04-2011
txn_936,TxUI192119,TxUI218,41916,13-04-2011
txn_1239,TxUI263,TxUI53272,88492,13-04-2011
txn_1833,TxUI4514,TxUI461,154923,13-04-2011
txn_1936,TxUI71138,TxUI415,28952,13-04-2011
txn_1058,TxUI192288,TxUI278,60623,14-04-2011
txn_1238,TxUI281,TxUI192231,89358,14-04-2011
txn_1991,TxUI486,TxUI43781,114580,14-04-2011
txn_976,TxUI23763,TxUI215,34014,15-04-2011
txn_1057,TxUI20957,TxUI293,83802,15-04-2011
txn_1236,TxUI210,TxUI23792,42418,15-04-2011
txn_1237,TxUI272,TxUI20966,11030,15-04-2011
txn_1935,TxUI77381,TxUI451,55634,15-04-2011
txn_2145,TxUI469,TxUI77318,47199,15-04-2011
txn_2076,TxUI420,TxUI77161,174586,16-04-2011
txn_2144,TxUI479,TxUI84841,25852,16-04-2011
txn_2143,TxUI422,TxUI245424,45001,17-04-2011
txn_1235,TxUI288,TxUI42031,40643,18-04-2011
txn_1934,TxUI245486,TxUI466,83997,18-04-2011
txn_1873,TxUI36611,TxUI433,189082,19-04-2011
txn_1933,TxUI77222,TxUI465,17236,19-04-2011
txn_2074,TxUI452,TxUI14547,189008,19-04-2011
txn_2075,TxUI428,TxUI36688,139954,19-04-2011
txn_2142,TxUI499,TxUI77291,77373,19-04-2011
txn_1056,TxUI77429,TxUI220,92883,20-04-2011
txn_1234,TxUI239,TxUI77439,56963,20-04-2011
txn_2073,TxUI455,TxUI23670,144002,21-04-2011
txn_1054,TxUI56451,TxUI233,82168,22-04-2011
txn_1055,TxUI245945,TxUI221,51685,22-04-2011
txn_1232,TxUI243,TxUI56489,25553,22-04-2011
txn_1233,TxUI236,TxUI245976,77793,22-04-2011
txn_2072,TxUI436,TxUI108551,37800,23-04-2011
txn_2141,TxUI466,TxUI22439,32945,23-04-2011
txn_1805,TxUI108514,TxUI444,350644,24-04-2011
txn_1807,TxUI77144,TxUI423,287468,24-04-2011
txn_1872,TxUI35370,TxUI455,57664,24-04-2011
txn_1931,TxUI246599,TxUI452,80196,24-04-2011
txn_1932,TxUI40173,TxUI446,24210,24-04-2011
txn_1947,TxUI108753,TxUI489,64864,24-04-2011
txn_2138,TxUI411,TxUI246583,53334,24-04-2011
txn_2139,TxUI435,TxUI40197,53669,24-04-2011
txn_2140,TxUI411,TxUI35330,59377,24-04-2011
txn_2155,TxUI479,TxUI108718,63800,24-04-2011
txn_1765,TxUI3113,TxUI473,478424,25-04-2011
txn_1783,TxUI42020,TxUI488,125400,25-04-2011
txn_1989,TxUI451,TxUI42031,352008,25-04-2011
txn_371,TxUI50327,TxUI136,67218,26-04-2011
txn_856,TxUI197,TxUI50369,70466,26-04-2011
txn_1996,TxUI475,TxUI3732,312668,26-04-2011
txn_1053,TxUI2147,TxUI214,85892,27-04-2011
txn_1786,TxUI758255,TxUI470,443860,27-04-2011
txn_1787,TxUI1664,TxUI493,157205,27-04-2011
txn_1930,TxUI246826,TxUI447,31762,27-04-2011
txn_1992,TxUI441,TxUI1686,394900,27-04-2011
txn_2137,TxUI457,TxUI246832,94604,27-04-2011
txn_979,TxUI140991,TxUI293,142826,28-04-2011
txn_1052,TxUI122264,TxUI228,77106,28-04-2011
txn_1156,TxUI280,TxUI140943,96656,28-04-2011
txn_1231,TxUI257,TxUI122271,65900,28-04-2011
txn_1874,TxUI84833,TxUI460,110834,28-04-2011
txn_1929,TxUI246750,TxUI477,49037,28-04-2011
txn_2028,TxUI453,TxUI27075,163152,28-04-2011
txn_2136,TxUI467,TxUI246740,76270,28-04-2011
txn_1051,TxUI109039,TxUI272,86417,29-04-2011
txn_1230,TxUI275,TxUI109035,75252,29-04-2011
txn_1813,TxUI16865,TxUI463,71620,29-04-2011
txn_1827,TxUI109136,TxUI425,132852,29-04-2011
txn_2018,TxUI450,TxUI46614,138891,29-04-2011
txn_370,TxUI99441,TxUI110,60636,30-04-2011
txn_1760,TxUI38169,TxUI473,124430,01-05-2011
txn_1832,TxUI27033,TxUI446,195189,01-05-2011
txn_1927,TxUI108841,TxUI423,44854,01-05-2011
txn_1928,TxUI53591,TxUI481,34506,01-05-2011
txn_2070,TxUI431,TxUI108830,127576,01-05-2011
txn_2134,TxUI472,TxUI13988,47712,01-05-2011
txn_2135,TxUI473,TxUI53531,18342,01-05-2011
txn_1049,TxUI38244,TxUI298,30601,02-05-2011
txn_1050,TxUI35544,TxUI268,36054,02-05-2011
txn_1227,TxUI241,TxUI38260,72468,02-05-2011
txn_1228,TxUI220,TxUI35549,19727,02-05-2011
txn_1229,TxUI231,TxUI23896,55339,02-05-2011
txn_1791,TxUI123017,TxUI491,371780,02-05-2011
txn_1869,TxUI32374,TxUI456,69600,02-05-2011
txn_1870,TxUI161129,TxUI446,158092,02-05-2011
txn_1926,TxUI756988,TxUI480,45206,02-05-2011
txn_1995,TxUI425,TxUI123036,237464,02-05-2011
txn_2068,TxUI453,TxUI32362,64752,02-05-2011
txn_49,TxUI22334,TxUI178,205650,03-05-2011
txn_122,TxUI247251,TxUI155,123996,03-05-2011
txn_1808,TxUI15070,TxUI420,226504,03-05-2011
txn_1924,TxUI248513,TxUI468,57049,03-05-2011
txn_1925,TxUI10919,TxUI441,27355,03-05-2011
txn_2069,TxUI413,TxUI161171,94044,03-05-2011
txn_2132,TxUI484,TxUI248513,21107,03-05-2011
txn_2133,TxUI447,TxUI10920,65431,03-05-2011
txn_2163,TxUI445,TxUI756978,14851,03-05-2011
txn_881,TxUI35377,TxUI295,564210,04-05-2011
txn_926,TxUI10961,TxUI284,267880,04-05-2011
txn_1047,TxUI248870,TxUI252,74403,04-05-2011
txn_1048,TxUI193640,TxUI248,88611,04-05-2011
txn_1101,TxUI240,TxUI10969,384205,04-05-2011
txn_1121,TxUI295,TxUI35392,289980,04-05-2011
txn_1225,TxUI297,TxUI248819,26732,04-05-2011
txn_1226,TxUI282,TxUI193624,23902,04-05-2011
txn_1922,TxUI121864,TxUI475,86558,04-05-2011
txn_1923,TxUI108658,TxUI422,78574,04-05-2011
txn_1961,TxUI414,TxUI15010,350210,04-05-2011
txn_2130,TxUI418,TxUI121862,45043,04-05-2011
txn_2131,TxUI430,TxUI108683,21756,04-05-2011
txn_369,TxUI53498,TxUI137,34114,05-05-2011
txn_397,TxUI177,TxUI22384,137637,05-05-2011
txn_853,TxUI152,TxUI4274,49449,05-05-2011
txn_854,TxUI143,TxUI53479,57883,05-05-2011
txn_855,TxUI180,TxUI99454,29870,05-05-2011
txn_949,TxUI65873,TxUI267,123972,05-05-2011
txn_1046,TxUI23814,TxUI259,28486,05-05-2011
txn_1123,TxUI249,TxUI65844,121098,05-05-2011
txn_1921,TxUI161592,TxUI430,71904,05-05-2011
txn_368,TxUI123282,TxUI156,45438,06-05-2011
txn_852,TxUI176,TxUI123272,58095,06-05-2011
txn_1044,TxUI122548,TxUI218,50369,06-05-2011
txn_1045,TxUI123266,TxUI284,92113,06-05-2011
txn_1223,TxUI299,TxUI122584,34613,06-05-2011
txn_1224,TxUI269,TxUI123234,17195,06-05-2011
txn_1785,TxUI22462,TxUI422,71375,06-05-2011
txn_1865,TxUI249265,TxUI442,77628,06-05-2011
txn_2064,TxUI417,TxUI161536,92894,06-05-2011
txn_2129,TxUI491,TxUI249268,45805,06-05-2011
txn_1864,TxUI11180,TxUI422,181286,07-05-2011
txn_1868,TxUI141515,TxUI497,180368,07-05-2011
txn_1920,TxUI71853,TxUI443,44179,07-05-2011
txn_2067,TxUI421,TxUI141575,92510,07-05-2011
txn_2127,TxUI436,TxUI71837,51542,07-05-2011
txn_2128,TxUI458,TxUI11137,11023,07-05-2011
txn_2164,TxUI451,TxUI758212,31451,07-05-2011
txn_880,TxUI142178,TxUI215,183780,08-05-2011
txn_1043,TxUI29978,TxUI245,47779,08-05-2011
txn_1221,TxUI239,TxUI29915,11648,08-05-2011
txn_1222,TxUI235,TxUI142127,82106,08-05-2011
txn_1761,TxUI14831,TxUI447,877100,08-05-2011
txn_1800,TxUI56729,TxUI413,76148,08-05-2011
txn_1867,TxUI162137,TxUI427,75790,08-05-2011
txn_1919,TxUI31310,TxUI451,36978,08-05-2011
txn_2014,TxUI442,TxUI56743,80835,08-05-2011
txn_2066,TxUI467,TxUI162118,77526,08-05-2011
txn_2126,TxUI444,TxUI31321,85982,08-05-2011
txn_367,TxUI194228,TxUI114,73201,09-05-2011
txn_851,TxUI179,TxUI194295,60468,09-05-2011
txn_1918,TxUI71618,TxUI433,13999,09-05-2011
txn_2125,TxUI438,TxUI71680,49020,09-05-2011
txn_863,TxUI132,TxUI758923,11462,10-05-2011
txn_974,TxUI109811,TxUI241,20900,10-05-2011
txn_1041,TxUI249980,TxUI216,90194,10-05-2011
txn_1042,TxUI249733,TxUI211,93224,10-05-2011
txn_1107,TxUI233,TxUI9993,248848,10-05-2011
txn_1152,TxUI224,TxUI25196,185136,10-05-2011
txn_1153,TxUI224,TxUI109810,45100,10-05-2011
txn_1219,TxUI262,TxUI249937,98150,10-05-2011
txn_1220,TxUI250,TxUI249764,37558,10-05-2011
txn_1802,TxUI13920,TxUI475,192292,10-05-2011
txn_1863,TxUI123369,TxUI488,102714,10-05-2011
txn_1871,TxUI60947,TxUI412,127730,10-05-2011
txn_2062,TxUI491,TxUI123353,85512,10-05-2011
txn_2071,TxUI487,TxUI60984,120186,10-05-2011
txn_2162,TxUI411,TxUI758939,10266,10-05-2011
txn_1040,TxUI50870,TxUI283,26585,11-05-2011
txn_1218,TxUI220,TxUI50887,42661,11-05-2011
txn_1801,TxUI50894,TxUI419,306920,11-05-2011
txn_1987,TxUI465,TxUI50871,306696,11-05-2011
txn_1099,TxUI229,TxUI26399,466105,12-05-2011
txn_2022,TxUI430,TxUI36559,179622,12-05-2011
txn_1217,TxUI246,TxUI6554,26169,13-05-2011
txn_1825,TxUI65482,TxUI412,107397,13-05-2011
txn_1861,TxUI53889,TxUI483,105518,13-05-2011
txn_1917,TxUI57041,TxUI441,30154,13-05-2011
txn_1965,TxUI441,TxUI56271,50755,13-05-2011
txn_2016,TxUI478,TxUI65499,30483,13-05-2011
txn_2124,TxUI438,TxUI57039,96910,13-05-2011
txn_1804,TxUI53451,TxUI423,339160,14-05-2011
txn_1859,TxUI32645,TxUI493,126680,14-05-2011
txn_1860,TxUI34197,TxUI486,189418,14-05-2011
txn_1988,TxUI465,TxUI53458,288044,14-05-2011
txn_2059,TxUI490,TxUI32675,28846,14-05-2011
txn_2123,TxUI455,TxUI34194,46644,14-05-2011
txn_1037,TxUI6335,TxUI251,68939,15-05-2011
txn_1038,TxUI195752,TxUI285,92173,15-05-2011
txn_1039,TxUI163562,TxUI213,67596,15-05-2011
txn_1213,TxUI229,TxUI6322,83709,15-05-2011
txn_1214,TxUI267,TxUI195787,85265,15-05-2011
txn_1215,TxUI269,TxUI163533,84092,15-05-2011
txn_1216,TxUI258,TxUI91562,88663,15-05-2011
txn_48,TxUI195216,TxUI157,257310,16-05-2011
txn_1212,TxUI232,TxUI77718,34601,16-05-2011
txn_1882,TxUI91753,TxUI441,119866,16-05-2011
txn_1916,TxUI251138,TxUI486,42830,16-05-2011
txn_1968,TxUI450,TxUI50120,420425,16-05-2011
txn_2027,TxUI496,TxUI91792,242160,16-05-2011
txn_2058,TxUI444,TxUI163465,75454,16-05-2011
txn_2122,TxUI450,TxUI251195,92551,16-05-2011
txn_1809,TxUI10648,TxUI458,291032,17-05-2011
txn_1994,TxUI421,TxUI10627,320256,17-05-2011
txn_925,TxUI18144,TxUI268,139855,18-05-2011
txn_1858,TxUI18190,TxUI411,21828,18-05-2011
txn_1866,TxUI53653,TxUI455,163988,18-05-2011
txn_1915,TxUI91873,TxUI493,46119,18-05-2011
txn_2057,TxUI410,TxUI18185,74738,18-05-2011
txn_2065,TxUI441,TxUI53675,188248,18-05-2011
txn_2121,TxUI447,TxUI91880,52708,18-05-2011
txn_1766,TxUI13146,TxUI449,454672,19-05-2011
txn_1967,TxUI433,TxUI13181,263315,19-05-2011
txn_1822,TxUI110762,TxUI461,237765,20-05-2011
txn_2012,TxUI487,TxUI110789,122688,20-05-2011
txn_1913,TxUI164249,TxUI462,46149,21-05-2011
txn_1914,TxUI110969,TxUI473,21197,21-05-2011
txn_1983,TxUI480,TxUI110984,186228,21-05-2011
txn_2120,TxUI485,TxUI164242,30124,21-05-2011
txn_972,TxUI23653,TxUI246,73184,22-05-2011
txn_1036,TxUI91578,TxUI274,51624,22-05-2011
txn_1089,TxUI264,TxUI11965,256404,22-05-2011
txn_1098,TxUI247,TxUI740045,160895,22-05-2011
txn_1211,TxUI293,TxUI23667,10240,22-05-2011
txn_1770,TxUI3780,TxUI417,672728,22-05-2011
txn_1823,TxUI66157,TxUI420,279513,22-05-2011
txn_1985,TxUI482,TxUI77782,140312,22-05-2011
txn_2017,TxUI471,TxUI66193,74466,22-05-2011
txn_971,TxUI18245,TxUI223,88580,23-05-2011
txn_1035,TxUI197721,TxUI242,20165,23-05-2011
txn_1151,TxUI255,TxUI18252,59740,23-05-2011
txn_1210,TxUI221,TxUI197766,44188,23-05-2011
txn_1768,TxUI43718,TxUI439,395290,23-05-2011
txn_1806,TxUI23666,TxUI482,63108,23-05-2011
txn_1821,TxUI36743,TxUI476,121113,23-05-2011
txn_2056,TxUI446,TxUI36772,157774,23-05-2011
txn_2013,TxUI418,TxUI139840,294186,24-05-2011
txn_1209,TxUI280,TxUI192939,84892,25-05-2011
txn_1826,TxUI91017,TxUI455,195876,25-05-2011
txn_1857,TxUI163625,TxUI424,105996,25-05-2011
txn_1862,TxUI8838,TxUI460,187318,25-05-2011
txn_2019,TxUI443,TxUI91061,274104,25-05-2011
txn_2055,TxUI473,TxUI100330,193986,25-05-2011
txn_2061,TxUI479,TxUI8821,158808,25-05-2011
txn_2119,TxUI418,TxUI163618,69806,25-05-2011
txn_1798,TxUI123970,TxUI481,206712,26-05-2011
txn_1803,TxUI46654,TxUI482,78456,26-05-2011
txn_1820,TxUI100399,TxUI480,249747,26-05-2011
txn_1912,TxUI110890,TxUI415,68693,26-05-2011
txn_1982,TxUI432,TxUI123934,111088,26-05-2011
txn_1254,TxUI278,TxUI750862,333965,27-05-2011
txn_1774,TxUI77720,TxUI455,513546,27-05-2011
txn_1855,TxUI20259,TxUI467,167324,27-05-2011
txn_2009,TxUI412,TxUI20252,192981,27-05-2011
txn_2011,TxUI445,TxUI110836,237618,27-05-2011
txn_2077,TxUI486,TxUI71166,181450,27-05-2011
txn_1819,TxUI377461,TxUI475,144489,29-05-2011
txn_2053,TxUI451,TxUI377426,153982,29-05-2011
txn_366,TxUI50762,TxUI176,28603,30-05-2011
txn_438,TxUI156,TxUI47293,60534,30-05-2011
txn_850,TxUI121,TxUI50789,18025,30-05-2011
txn_894,TxUI9116,TxUI262,236752,30-05-2011
txn_121,TxUI47231,TxUI183,109134,31-05-2011
txn_1775,TxUI139833,TxUI412,462720,31-05-2011
txn_1856,TxUI66451,TxUI463,45946,31-05-2011
txn_2020,TxUI437,TxUI109119,65694,31-05-2011
txn_2054,TxUI496,TxUI66474,151262,31-05-2011
txn_970,TxUI21716,TxUI218,145198,01-06-2011
txn_1034,TxUI199825,TxUI232,90034,01-06-2011
txn_1150,TxUI290,TxUI21789,149240,01-06-2011
txn_1208,TxUI242,TxUI199887,80802,01-06-2011
txn_882,TxUI4220,TxUI232,701110,02-06-2011
txn_935,TxUI47377,TxUI260,215984,02-06-2011
txn_1100,TxUI296,TxUI4277,81315,02-06-2011
txn_1106,TxUI261,TxUI47317,327152,02-06-2011
txn_1854,TxUI57237,TxUI424,130116,02-06-2011
txn_1911,TxUI44989,TxUI465,35714,02-06-2011
txn_1966,TxUI494,TxUI4557,376560,02-06-2011
txn_365,TxUI255995,TxUI168,25898,03-06-2011
txn_848,TxUI130,TxUI57868,51324,03-06-2011
txn_849,TxUI158,TxUI255961,77773,03-06-2011
txn_879,TxUI200652,TxUI270,132930,03-06-2011
txn_973,TxUI77799,TxUI252,50334,03-06-2011
txn_1033,TxUI44978,TxUI296,54147,03-06-2011
txn_1163,TxUI233,TxUI200620,133138,03-06-2011
txn_1207,TxUI293,TxUI44914,86153,03-06-2011
txn_2060,TxUI452,TxUI53895,138180,03-06-2011
txn_364,TxUI72515,TxUI199,92969,04-06-2011
txn_847,TxUI138,TxUI72510,18384,04-06-2011
txn_1853,TxUI200216,TxUI443,129618,04-06-2011
txn_2052,TxUI486,TxUI200265,164784,04-06-2011
txn_1032,TxUI3547,TxUI222,15323,05-06-2011
txn_1206,TxUI271,TxUI3570,62691,05-06-2011
txn_1851,TxUI78185,TxUI473,65714,05-06-2011
txn_1910,TxUI200161,TxUI478,68263,05-06-2011
txn_2007,TxUI493,TxUI100947,233772,05-06-2011
txn_2050,TxUI476,TxUI78156,70562,05-06-2011
txn_2118,TxUI471,TxUI200188,72827,05-06-2011
txn_120,TxUI57849,TxUI130,164028,06-06-2011
txn_1850,TxUI759650,TxUI446,167464,06-06-2011
txn_363,TxUI124847,TxUI148,42138,07-06-2011
txn_846,TxUI141,TxUI124812,19241,07-06-2011
txn_1767,TxUI85953,TxUI476,580370,07-06-2011
txn_1779,TxUI100984,TxUI475,75210,07-06-2011
txn_1780,TxUI42340,TxUI452,377315,07-06-2011
txn_1848,TxUI167882,TxUI474,106308,07-06-2011
txn_1849,TxUI101060,TxUI450,45634,07-06-2011
txn_1974,TxUI429,TxUI62643,332304,07-06-2011
txn_2049,TxUI416,TxUI101052,33704,07-06-2011
txn_2117,TxUI445,TxUI85918,90433,07-06-2011
txn_362,TxUI125196,TxUI146,61326,08-06-2011
txn_843,TxUI149,TxUI258635,72779,08-06-2011
txn_844,TxUI123,TxUI111721,82256,08-06-2011
txn_845,TxUI143,TxUI30072,61079,08-06-2011
txn_1818,TxUI57840,TxUI440,46362,08-06-2011
txn_1909,TxUI72715,TxUI488,76863,08-06-2011
txn_2006,TxUI446,TxUI57872,162906,08-06-2011
txn_2048,TxUI428,TxUI72774,116982,08-06-2011
txn_118,TxUI258676,TxUI122,196326,09-06-2011
txn_888,TxUI31227,TxUI253,465048,09-06-2011
txn_1764,TxUI31293,TxUI434,390456,09-06-2011
txn_2047,TxUI496,TxUI202465,26370,09-06-2011
txn_1031,TxUI47539,TxUI249,16753,10-06-2011
txn_842,TxUI127,TxUI125172,51337,11-06-2011
txn_1852,TxUI201753,TxUI470,183698,11-06-2011
txn_2051,TxUI465,TxUI201737,181536,11-06-2011
txn_117,TxUI255251,TxUI198,138030,12-06-2011
