TransactionID,BuyerID,SellerID,Amount(INR),Date
230,HWNF,4BUW,806429,02-01-2022
231,NMNE,27FK,273221,02-01-2022
232,4BV3,UK4M,990657,02-01-2022
233,MY9G,LHED,686764,02-01-2022
234,JMIV,VX3L,541494,02-01-2022
235,80FN,AXWX,891382,02-01-2022
236,YDS1,45XN,412916,02-01-2022
237,G7SQ,XC6O,896176,02-01-2022
238,OCC1,V4M3,128634,02-01-2022
239,U4HA,OZQF,112150,02-01-2022
240,D19X,GURL,657587,02-01-2022
241,ZZXR,X341,42147,02-01-2022
242,76FF,RQKF,211732,02-01-2022
243,N80U,F8NM,405018,02-01-2022
244,XNAO,5R4Q,53697,02-01-2022
245,932N,Y2PD,205059,02-01-2022
246,AL67,OY11,400169,02-01-2022
247,IWG8,NFXB,765070,02-01-2022
248,3EPY,OPLE,181495,02-01-2022
249,GS65,WMAS,580560,02-01-2022
250,KOPB,FHSY,757394,02-01-2022
251,BRQG,6JSF,817064,02-01-2022
252,BOH3,AKWD,237905,02-01-2022
253,TFRM,EJ5O,12928,02-01-2022
254,XXII,9MLS,898002,02-01-2022
255,V9DL,3XBU,935670,02-01-2022
256,VRYV,YGZS,950794,02-01-2022
257,ZA0X,U1R1,800961,02-01-2022
258,GLIC,TIJ9,527435,02-01-2022
259,TZ09,0AV4,238259,02-01-2022
260,7T37,Z5SO,533121,02-01-2022
261,CHQM,1KRG,795987,02-01-2022
262,5RNX,6YKN,852637,02-01-2022
263,UT47,TMJ6,385184,02-01-2022
264,KAWE,DM4Y,63101,02-01-2022
265,UKB7,MP10,812020,02-01-2022
266,HAO2,ZESP,430418,02-01-2022
267,70YG,NU3A,92250,02-01-2022
268,5ILT,4Z9O,408507,02-01-2022
269,7E5M,RBE3,53908,02-01-2022
270,AEND,HTK0,260125,02-01-2022
271,999P,VZKB,340074,02-01-2022
272,JV16,4MBH,411015,02-01-2022
273,AGKV,NH52,26887,02-01-2022
274,HOJB,C6E9,562650,02-01-2022
275,665A,ZBZ6,506478,02-01-2022
276,MNEA,NCY5,808641,02-01-2022
277,J64O,K8UD,115545,02-01-2022
278,VOPT,X85E,356133,02-01-2022
279,OLIH,9YKE,638217,02-01-2022
280,DKHX,LCKR,128421,02-01-2022
281,J82I,3WKY,896026,02-01-2022
282,E8D8,PX35,223477,02-01-2022
283,H6FD,QM1D,103754,02-01-2022
284,K01Z,73VO,551174,02-01-2022
285,EE3C,5EIV,504829,02-01-2022
286,I74O,YT38,578461,02-01-2022
287,NK7G,WEO7,31317,02-01-2022
288,R14N,A4WW,107674,02-01-2022
289,I2YP,SJ1Y,368938,02-01-2022
290,F3DQ,3SS9,973607,02-01-2022
291,WSQW,0AV4,80577,02-01-2022
292,8WVA,1.00E+90,344640,02-01-2022
293,RRJV,7TTD,267098,02-01-2022
294,QI2B,60D8,555484,02-01-2022
295,VV97,174X,211153,02-01-2022
296,SWHW,L2KT,118119,02-01-2022
297,0OJH,8HWP,401673,02-01-2022
298,THJB,19FU,364306,02-01-2022
299,OAU8,I0U7,653820,02-01-2022
300,AKIY,UZLC,700104,02-01-2022
301,72I4,GGSN,530601,02-01-2022
302,Y15Y,LLIQ,37423,02-01-2022
303,KWB4,GD6R,265517,02-01-2022
304,Q5K4,BPPH,635320,02-01-2022
305,KKKA,ORET,38008,03-01-2022
306,8Q2D,26VF,366748,03-01-2022
307,IQHM,D6C1,563894,03-01-2022
308,K59V,T2QJ,521488,03-01-2022
309,GRM6,5ULL,8241,03-01-2022
310,9Q2F,RF28,205501,03-01-2022
311,KN0G,CRM8,638345,03-01-2022
312,IHXR,0IM3,788404,03-01-2022
313,MJ63,LSEO,446217,03-01-2022
314,3WU1,6AX3,849762,03-01-2022
315,07IU,RFZ4,113177,03-01-2022
316,5UVK,DXQO,65653,03-01-2022
317,2O2J,POD4,470060,03-01-2022
318,0E5V,T61N,568208,03-01-2022
319,KATN,II9U,327375,03-01-2022
320,N5GV,FJTS,745361,03-01-2022
321,6YG4,Z2AO,567703,03-01-2022
322,GEAO,HB1L,567610,03-01-2022
323,23J7,TBZJ,608255,03-01-2022
324,E17J,MTHP,306073,03-01-2022
325,KA9G,BSQC,268028,03-01-2022
326,2BD9,CGPW,385986,03-01-2022
327,LFPH,OJ15,168762,03-01-2022
328,KLJ2,6SYC,139283,03-01-2022
329,7K3L,3ZZW,582784,03-01-2022
330,YYZU,MN9K,442721,03-01-2022
331,90R7,QVHH,660190,03-01-2022
332,9S3E,CYIU,325483,03-01-2022
333,VLZT,QUB4,641082,03-01-2022
334,ZII2,VQ6H,181817,03-01-2022
335,MSGM,CR7C,281873,03-01-2022
336,L5A7,I339,504461,03-01-2022
337,M3VZ,A0WT,530448,03-01-2022
338,NGGB,AXT4,754565,03-01-2022
339,V5OT,45QG,197187,03-01-2022
340,6ISB,2BBJ,4128,03-01-2022
341,XTMI,67VS,860913,03-01-2022
342,QRS8,PCQ6,712668,03-01-2022
343,6DZX,Y10K,195058,03-01-2022
344,C7X0,CNXE,327849,03-01-2022
345,769J,86GG,879556,03-01-2022
346,4VPD,XDGZ,505687,03-01-2022
347,PR9O,SA6A,787535,03-01-2022
348,ZG6I,QMLL,314191,03-01-2022
349,IG1A,HLMG,223648,03-01-2022
350,2L1V,AWLY,863950,03-01-2022
351,A0DA,CB1G,996882,03-01-2022
352,0CNE,FAYY,87761,03-01-2022
353,XY0B,CFTU,548969,03-01-2022
354,0VD9,A8EM,800586,03-01-2022
355,OSJT,G69N,773503,03-01-2022
356,BLEU,OK62,508090,03-01-2022
357,WE1P,BJPR,413657,03-01-2022
358,LAUD,Q7M3,328449,03-01-2022
359,62BR,TTJ6,955995,03-01-2022
360,ELF0,5DHA,218464,03-01-2022
361,IQHM,3X9J,54001,03-01-2022
362,CRFX,X0T3,611574,03-01-2022
363,4MSV,0I5E,675294,03-01-2022
364,WW3G,5CZB,376748,03-01-2022
365,ZZWH,ANR9,390476,03-01-2022
366,24P0,5MEQ,357390,03-01-2022
367,HVX1,DYUK,33183,03-01-2022
368,G5DY,O62L,695059,03-01-2022
369,1VZR,TZ09,407665,03-01-2022
370,MGA6,2838,410455,03-01-2022
371,Z3GM,NKCE,374871,03-01-2022
372,Q1GT,7Q7O,331142,03-01-2022
373,2F2M,02FN,551311,03-01-2022
374,W190,VRYV,310307,03-01-2022
375,SSG9,GMAY,895998,03-01-2022
376,WZIR,4KXO,757670,03-01-2022
377,0IM3,7L26,964998,03-01-2022
378,L8V6,LPYF,999024,03-01-2022
379,Q3H6,4VTZ,32966,03-01-2022
380,FBY7,AZEM,946762,03-01-2022
381,V1CP,F4OO,614236,03-01-2022
382,LGSV,689H,716710,03-01-2022
383,14XT,TXV7,959235,03-01-2022
384,F4UV,WDGO,874658,03-01-2022
385,AU6B,HW5B,781389,03-01-2022
386,AGOH,W24G,836485,03-01-2022
387,XBYZ,4EKE,153205,03-01-2022
388,X8E4,5XKE,801973,03-01-2022
389,6GR3,3E1X,586006,03-01-2022
390,7L8X,0J2D,939287,03-01-2022
391,NEKJ,BNKR,107308,03-01-2022
392,B5FE,98GR,481494,03-01-2022
393,OSUF,QZGO,938587,03-01-2022
394,G1SE,6SYC,714215,03-01-2022
395,1OPX,11JU,636743,03-01-2022
396,DWFY,R624,9127,03-01-2022
397,NRFE,950H,6241,03-01-2022
398,YKAN,MZFA,234761,03-01-2022
399,JGP0,OANM,989603,03-01-2022
400,CTHG,07UY,696317,03-01-2022
401,XJ7C,05RF,308078,03-01-2022
402,YD37,SPEH,293848,03-01-2022
403,J4K5,GAJB,547762,03-01-2022
404,GOF1,Z09P,300261,03-01-2022
405,WFG5,KAPG,975686,03-01-2022
406,UESJ,T1TS,217510,03-01-2022
407,BIN5,E86P,980183,03-01-2022
408,O8ME,59ZO,354691,03-01-2022
409,FBLV,G38F,793705,03-01-2022
410,BAEL,ELDX,996295,03-01-2022
411,HXNJ,7V4O,564574,03-01-2022
412,G8Z7,FPXM,542506,03-01-2022
413,MUC5,ARAG,612853,03-01-2022
414,AAJW,6QEQ,395806,03-01-2022
415,47A1,EQ8X,203385,03-01-2022
416,F9B5,RS35,831113,03-01-2022
417,XIN9,I0UU,875360,03-01-2022
418,3XNT,SJ1Y,133090,03-01-2022
419,XAWE,I0I9,318394,03-01-2022
420,1RN1,54IE,712643,03-01-2022
421,F8RB,HQYY,771392,03-01-2022
422,FZE1,VQ5A,812837,03-01-2022
423,48VH,INMJ,218519,03-01-2022
424,8TPI,SFWR,624780,03-01-2022
425,0DLT,CHII,991915,03-01-2022
426,P4YU,UE4E,205357,03-01-2022
427,O6EY,QX8G,820693,03-01-2022
428,8OMY,KHTM,251568,03-01-2022
429,CLPM,2VKE,930130,03-01-2022
430,OJ2I,WJ1M,43214,03-01-2022
431,C65L,FKKL,291158,03-01-2022
432,O6FY,JTG7,207206,03-01-2022
433,DD3A,MORU,507515,03-01-2022
434,PZIT,72FD,518549,03-01-2022
435,3YE2,4XOH,755769,03-01-2022
436,V36J,WWT6,281598,03-01-2022
437,KBHZ,G1SE,177705,03-01-2022
438,2AYS,MVKX,396678,03-01-2022
439,CVYY,Z7OG,574264,03-01-2022
440,0Z26,CPI1,448195,03-01-2022
441,QFQ6,I8M0,58548,03-01-2022
442,XK42,DZL6,243076,03-01-2022
443,NWU4,ZYQZ,952489,03-01-2022
444,07M4,1NNL,890334,03-01-2022
445,74Z7,1TGR,88844,03-01-2022
446,OW39,H47Y,607729,03-01-2022
447,W8RU,ON1C,806397,03-01-2022
448,WKMB,15DS,515645,03-01-2022
449,6P22,8ZMZ,333843,03-01-2022
450,8385,7UX9,397319,03-01-2022
451,3Y0E,Q5V4,505075,03-01-2022
452,IRBR,KZQU,252823,03-01-2022
453,SPN7,ONN7,619034,03-01-2022
454,6032,7GI3,66577,03-01-2022
455,HA8D,07ST,645989,04-01-2022
456,TQ3B,R6HJ,611683,04-01-2022
457,WMU6,TONN,431878,04-01-2022
458,VMI4,DO0S,952377,04-01-2022
459,VPWC,C78S,188009,04-01-2022
460,MGGB,UNPL,928530,04-01-2022
461,JNJH,C5VG,475880,04-01-2022
462,DJQI,O0NC,592284,04-01-2022
463,GPNL,RC2U,608390,04-01-2022
464,WVW6,MQF8,778111,04-01-2022
465,YLKY,1TX5,12060,04-01-2022
466,QZMN,2BD9,323406,04-01-2022
467,AE9N,G5DY,476794,04-01-2022
468,ZCFI,OFFV,998640,04-01-2022
469,50VK,959M,63387,04-01-2022
470,7SCE,H8HV,85530,04-01-2022
471,RHWS,XXAQ,52479,04-01-2022
472,N3P9,FWSX,873542,04-01-2022
473,2L1V,OX05,565287,04-01-2022
474,4U8W,HEWD,655023,04-01-2022
475,23CU,1TXM,564883,04-01-2022
476,CK13,ZVUL,253234,04-01-2022
477,GF5A,EAOI,881416,04-01-2022
478,IJ1V,E3NL,296127,04-01-2022
479,QOQO,DT86,435139,04-01-2022
480,VQN3,QDSU,321336,04-01-2022
481,TH01,GMES,318586,04-01-2022
482,CXF1,PAL8,351182,04-01-2022
483,2IDH,NFG2,853688,04-01-2022
484,157I,KS6N,604420,04-01-2022
485,M2NC,CSPG,716028,04-01-2022
486,LGDF,TY5S,671382,04-01-2022
487,PDY5,8T5M,751651,04-01-2022
488,6RIT,R3WR,316506,04-01-2022
489,TM7I,OM6L,428873,04-01-2022
490,YAG0,HB3R,635039,04-01-2022
491,XYSH,39T8,502644,04-01-2022
492,085I,7TBX,30769,04-01-2022
493,T848,G7WM,893216,04-01-2022
494,H9VU,1Y5A,543697,04-01-2022
495,E3L1,6C9P,347186,04-01-2022
496,N0XU,0JJ0,257939,04-01-2022
497,E4VN,X7F6,725274,04-01-2022
498,LTXZ,CXH8,596754,04-01-2022
499,4QFN,2HXM,990889,04-01-2022
500,RXR9,F9B5,303372,04-01-2022
501,FJWS,ADNP,198124,04-01-2022
502,FARK,PDEI,856855,04-01-2022
503,6UQQ,YAGJ,640069,04-01-2022
504,ZKQZ,GZEU,165824,04-01-2022
505,QI56,I4N4,707380,04-01-2022
506,W95Q,XUDP,967245,04-01-2022
507,260Z,174X,146440,04-01-2022
508,QS7P,YUH1,185056,04-01-2022
509,5DQL,II8S,664809,04-01-2022
510,VPNT,PCKK,74509,04-01-2022
511,VQ6H,QZ5K,726631,04-01-2022
512,6N98,R2R7,812686,04-01-2022
513,NKGF,D2BO,891980,04-01-2022
514,150O,A55R,737974,04-01-2022
515,MWZH,VPUW,974752,04-01-2022
516,XRKG,DSNA,87891,04-01-2022
517,VVBB,HE8J,622817,04-01-2022
518,X7C9,R3QZ,67520,04-01-2022
519,4IF9,UUB9,409703,04-01-2022
520,KFDZ,P05A,660986,04-01-2022
521,IBRK,CLGS,520252,04-01-2022
522,Y1S6,RF97,194897,04-01-2022
523,2WOO,P0VK,113646,04-01-2022
524,9.60E+07,8M4S,937289,04-01-2022
525,G157,6P6U,764541,04-01-2022
526,NZI1,ZVBN,477381,04-01-2022
527,4LA1,21GV,235703,04-01-2022
528,DU3T,V55J,764105,04-01-2022
529,DLI2,8GNF,844064,04-01-2022
530,P96I,ILSI,362982,04-01-2022
531,8NYN,CKS1,765609,04-01-2022
532,GLIC,DWZA,223277,04-01-2022
533,T77O,K012,715386,04-01-2022
534,4WYT,01B1,320092,04-01-2022
535,WNXQ,12PU,626739,04-01-2022
536,YMMX,8BT4,418485,04-01-2022
537,974R,CFVV,194154,04-01-2022
538,YXTE,5AIE,356964,04-01-2022
539,AMEP,KVFS,3114,04-01-2022
540,2SZ8,3QC7,521854,04-01-2022
541,1VPT,S2A9,974831,04-01-2022
542,9H2K,6U0X,794041,04-01-2022
543,O39O,2H0B,844118,04-01-2022
544,IWXW,ZRJX,641282,04-01-2022
545,7VCU,3485,582896,04-01-2022
546,QZX5,DNTW,291389,04-01-2022
547,2HWN,NZXU,597959,04-01-2022
548,I0UU,MTPJ,542273,04-01-2022
549,MQS4,QENN,165067,04-01-2022
550,VFXV,CWOX,695386,04-01-2022
551,251P,3F7N,807585,04-01-2022
552,HM9X,HAON,411335,04-01-2022
553,3OVG,04GQ,3549,04-01-2022
554,QCU2,NT57,829843,04-01-2022
555,COKW,9.60E+07,257747,04-01-2022
556,EBUG,NGWC,205311,04-01-2022
557,0TP6,HOI5,584812,04-01-2022
558,SIQF,CP80,454315,04-01-2022
559,ZMBT,XSMF,622289,04-01-2022
560,GOOI,144B,63921,04-01-2022
561,OJEX,WKZK,528575,04-01-2022
562,S5BY,MLVX,621649,04-01-2022
563,DWCG,I1HA,790047,04-01-2022
564,LID5,UAUH,123313,04-01-2022
565,8PEJ,3P8E,445833,04-01-2022
566,15HD,W0IX,5834,04-01-2022
567,YTPA,L4XP,15858,04-01-2022
568,NSJC,0G94,166122,04-01-2022
569,617G,RRPK,258554,04-01-2022
570,RSLO,88K9,517308,04-01-2022
571,O762,Z3UT,270879,04-01-2022
572,KAGQ,WZ86,319096,04-01-2022
573,RG5N,HGRY,792465,04-01-2022
574,HF9A,AO99,88543,04-01-2022
575,JFO5,IDHC,204158,04-01-2022
576,AB8K,6XWP,268937,04-01-2022
577,2J5D,CLN9,28065,04-01-2022
578,KTP3,MOQJ,557621,04-01-2022
579,3Y9M,9JJS,20508,04-01-2022
580,0W6F,REDT,565812,04-01-2022
581,4OIC,TUMV,359560,04-01-2022
582,5MEQ,5RQA,607791,04-01-2022
583,5WSP,ZR7F,747534,04-01-2022
584,0H9V,WCHX,345378,04-01-2022
585,ZQTI,6GY5,501367,04-01-2022
586,27FK,GDXA,545871,04-01-2022
587,GCGT,4.00E+83,895043,04-01-2022
588,7LRU,50GS,231892,04-01-2022
589,1P67,N9M5,895529,04-01-2022
590,AYF7,BZC1,37232,04-01-2022
591,4S8I,V3AP,165179,04-01-2022
592,YP45,H47Z,102816,04-01-2022
593,ESCN,5FC0,382801,04-01-2022
594,6QYH,J9FV,957621,04-01-2022
595,YA1V,DZNL,23046,04-01-2022
596,9M7P,AVWE,29557,04-01-2022
597,ABR6,1YV5,746010,04-01-2022
598,6MA8,VCWQ,39640,04-01-2022
599,MPXI,2RW3,414274,04-01-2022
600,GYT9,SQCZ,936949,04-01-2022
601,KHOP,AK7T,276125,04-01-2022
602,0A31,C886,570065,04-01-2022
603,6DFT,CZGC,62120,04-01-2022
604,QX4Y,PZNR,349144,04-01-2022
605,UFP5,QDSU,515791,04-01-2022
606,1A6G,HSOJ,425314,04-01-2022
607,7UQN,WKMB,698749,04-01-2022
608,6A39,1S5A,485292,04-01-2022
609,6QA0,PTWZ,755035,05-01-2022
610,QYVR,IFTI,268245,05-01-2022
611,AVD9,636R,532286,05-01-2022
612,8HWP,TTX1,925884,05-01-2022
613,24J2,9ZD9,121281,05-01-2022
614,9Q2F,27JL,698495,05-01-2022
615,05RF,P2QK,800873,05-01-2022
616,N4VT,EX8X,481271,05-01-2022
617,3SSM,D0FG,176828,05-01-2022
618,5QGF,RJK5,308661,05-01-2022
619,91DA,1U1N,390139,05-01-2022
620,V2WF,BJWB,857365,05-01-2022
621,X75H,7WEA,589780,05-01-2022
622,CC2E,ZG90,663459,05-01-2022
623,V4MV,8TPI,90798,05-01-2022
624,X7L1,FLEY,159488,05-01-2022
625,PBL1,LF98,625806,05-01-2022
626,MGPU,CSM9,798771,05-01-2022
627,GQUF,N1CO,819777,05-01-2022
628,MBCK,7IVH,854311,05-01-2022
629,CF31,S543,888666,05-01-2022
630,GPBW,U0VL,231885,05-01-2022
631,2FOS,64M8,56144,05-01-2022
632,YDVL,3485,575701,05-01-2022
633,206P,2WEK,968126,05-01-2022
634,Y5P1,1YR2,624770,05-01-2022
635,0TP6,LIOA,480650,05-01-2022
636,526Y,U2RV,467351,05-01-2022
637,L1FD,SHSX,707873,05-01-2022
638,P7AX,MXAI,839433,05-01-2022
