TransactionID,SellerID,BuyerID,Amount(INR),Date
txn_141,TxUI492,TxUI38035,161896,04-04-2011
txn_142,TxUI84620,TxUI191,70702,05-04-2011
txn_143,TxUI181,TxUI84658,33768,05-04-2011
txn_144,TxUI244641,TxUI246,96693,05-04-2011
txn_145,TxUI285,TxUI244645,15786,05-04-2011
txn_146,TxUI287,TxUI20067,12618,05-04-2011
txn_147,TxUI160611,TxUI129,196666,06-04-2011
txn_148,TxUI194,TxUI160654,119596,06-04-2011
txn_149,TxUI50363,TxUI251,322535,08-04-2011
txn_150,TxUI98737,TxUI233,97655,08-04-2011
txn_151,TxUI246,TxUI50396,106688,08-04-2011
txn_152,TxUI220,TxUI98786,69421,08-04-2011
txn_153,TxUI22369,TxUI432,260910,08-04-2011
txn_154,TxUI53172,TxUI456,57531,08-04-2011
txn_155,TxUI450,TxUI22378,271184,08-04-2011
txn_156,TxUI50455,TxUI256,53380,10-04-2011
txn_157,TxUI250,TxUI50495,73343,10-04-2011
txn_158,TxUI290,TxUI740182,88339,10-04-2011
txn_159,TxUI499,TxUI740193,70852,10-04-2011
txn_160,TxUI244859,TxUI125,47278,12-04-2011
txn_161,TxUI113,TxUI244865,94960,12-04-2011
txn_162,TxUI192119,TxUI218,41916,13-04-2011
txn_163,TxUI263,TxUI53272,88492,13-04-2011
txn_164,TxUI4514,TxUI461,154923,13-04-2011
txn_165,TxUI71138,TxUI415,28952,13-04-2011
txn_166,TxUI192288,TxUI278,60623,14-04-2011
txn_167,TxUI281,TxUI192231,89358,14-04-2011
txn_168,TxUI486,TxUI43781,114580,14-04-2011
txn_169,TxUI23763,TxUI215,34014,15-04-2011
txn_170,TxUI20957,TxUI293,83802,15-04-2011
txn_171,TxUI210,TxUI23792,42418,15-04-2011
txn_172,TxUI272,TxUI20966,11030,15-04-2011
txn_173,TxUI77381,TxUI451,55634,15-04-2011
txn_174,TxUI469,TxUI77318,47199,15-04-2011
txn_175,TxUI420,TxUI77161,174586,16-04-2011
txn_176,TxUI479,TxUI84841,25852,16-04-2011
txn_177,TxUI422,TxUI245424,45001,17-04-2011
txn_178,TxUI288,TxUI42031,40643,18-04-2011
txn_179,TxUI245486,TxUI466,83997,18-04-2011
txn_180,TxUI36611,TxUI433,189082,19-04-2011
txn_181,TxUI77222,TxUI465,17236,19-04-2011
txn_182,TxUI452,TxUI14547,189008,19-04-2011
txn_183,TxUI428,TxUI36688,139954,19-04-2011
txn_184,TxUI499,TxUI77291,77373,19-04-2011
txn_185,TxUI77429,TxUI220,92883,20-04-2011
txn_186,TxUI239,TxUI77439,56963,20-04-2011
txn_187,TxUI455,TxUI23670,144002,21-04-2011
txn_188,TxUI56451,TxUI233,82168,22-04-2011
txn_189,TxUI245945,TxUI221,51685,22-04-2011
txn_190,TxUI243,TxUI56489,25553,22-04-2011
txn_191,TxUI236,TxUI245976,77793,22-04-2011
txn_192,TxUI436,TxUI108551,37800,23-04-2011
txn_193,TxUI466,TxUI22439,32945,23-04-2011
txn_194,TxUI108514,TxUI444,350644,24-04-2011
txn_195,TxUI77144,TxUI423,287468,24-04-2011
txn_196,TxUI35370,TxUI455,57664,24-04-2011
txn_197,TxUI246599,TxUI452,80196,24-04-2011
txn_198,TxUI40173,TxUI446,24210,24-04-2011
txn_199,TxUI108753,TxUI489,64864,24-04-2011
txn_200,TxUI411,TxUI246583,53334,24-04-2011
txn_201,TxUI435,TxUI40197,53669,24-04-2011
txn_202,TxUI411,TxUI35330,59377,24-04-2011
txn_203,TxUI479,TxUI108718,63800,24-04-2011
txn_204,TxUI3113,TxUI473,478424,25-04-2011
txn_205,TxUI42020,TxUI488,125400,25-04-2011
txn_206,TxUI451,TxUI42031,352008,25-04-2011
txn_207,TxUI50327,TxUI136,67218,26-04-2011
txn_208,TxUI197,TxUI50369,70466,26-04-2011
txn_209,TxUI475,TxUI3732,312668,26-04-2011
txn_210,TxUI2147,TxUI214,85892,27-04-2011
txn_211,TxUI758255,TxUI470,443860,27-04-2011
txn_212,TxUI1664,TxUI493,157205,27-04-2011
txn_213,TxUI246826,TxUI447,31762,27-04-2011
txn_214,TxUI441,TxUI1686,394900,27-04-2011
txn_215,TxUI457,TxUI246832,94604,27-04-2011
txn_216,TxUI140991,TxUI293,142826,28-04-2011
txn_217,TxUI122264,TxUI228,77106,28-04-2011
txn_218,TxUI280,TxUI140943,96656,28-04-2011
txn_219,TxUI257,TxUI122271,65900,28-04-2011
txn_220,TxUI84833,TxUI460,110834,28-04-2011
txn_221,TxUI246750,TxUI477,49037,28-04-2011
txn_222,TxUI453,TxUI27075,163152,28-04-2011
txn_223,TxUI467,TxUI246740,76270,28-04-2011
txn_224,TxUI109039,TxUI272,86417,29-04-2011
txn_225,TxUI275,TxUI109035,75252,29-04-2011
txn_226,TxUI16865,TxUI463,71620,29-04-2011
txn_227,TxUI109136,TxUI425,132852,29-04-2011
txn_228,TxUI450,TxUI46614,138891,29-04-2011
txn_229,TxUI99441,TxUI110,60636,30-04-2011
txn_230,TxUI38169,TxUI473,124430,01-05-2011
txn_231,TxUI27033,TxUI446,195189,01-05-2011
txn_232,TxUI108841,TxUI423,44854,01-05-2011
txn_233,TxUI53591,TxUI481,34506,01-05-2011
txn_234,TxUI431,TxUI108830,127576,01-05-2011
txn_235,TxUI472,TxUI13988,47712,01-05-2011
txn_236,TxUI473,TxUI53531,18342,01-05-2011
txn_237,TxUI38244,TxUI298,30601,02-05-2011
txn_238,TxUI35544,TxUI268,36054,02-05-2011
txn_239,TxUI241,TxUI38260,72468,02-05-2011
txn_240,TxUI220,TxUI35549,19727,02-05-2011
txn_241,TxUI231,TxUI23896,55339,02-05-2011
txn_242,TxUI123017,TxUI491,371780,02-05-2011
txn_243,TxUI32374,TxUI456,69600,02-05-2011
txn_244,TxUI161129,TxUI446,158092,02-05-2011
txn_245,TxUI756988,TxUI480,45206,02-05-2011
txn_246,TxUI425,TxUI123036,237464,02-05-2011
txn_247,TxUI453,TxUI32362,64752,02-05-2011
txn_248,TxUI22334,TxUI178,205650,03-05-2011
txn_249,TxUI247251,TxUI155,123996,03-05-2011
txn_250,TxUI15070,TxUI420,226504,03-05-2011
txn_251,TxUI248513,TxUI468,57049,03-05-2011
txn_252,TxUI10919,TxUI441,27355,03-05-2011
txn_253,TxUI413,TxUI161171,94044,03-05-2011
txn_254,TxUI484,TxUI248513,21107,03-05-2011
txn_255,TxUI447,TxUI10920,65431,03-05-2011
txn_256,TxUI445,TxUI756978,14851,03-05-2011
txn_257,TxUI35377,TxUI295,564210,04-05-2011
txn_258,TxUI10961,TxUI284,267880,04-05-2011
txn_259,TxUI248870,TxUI252,74403,04-05-2011
txn_260,TxUI193640,TxUI248,88611,04-05-2011
txn_261,TxUI240,TxUI10969,384205,04-05-2011
txn_262,TxUI295,TxUI35392,289980,04-05-2011
txn_263,TxUI297,TxUI248819,26732,04-05-2011
txn_264,TxUI282,TxUI193624,23902,04-05-2011
txn_265,TxUI121864,TxUI475,86558,04-05-2011
txn_266,TxUI108658,TxUI422,78574,04-05-2011
txn_267,TxUI414,TxUI15010,350210,04-05-2011
txn_268,TxUI418,TxUI121862,45043,04-05-2011
txn_269,TxUI430,TxUI108683,21756,04-05-2011
txn_270,TxUI53498,TxUI137,34114,05-05-2011
txn_271,TxUI177,TxUI22384,137637,05-05-2011
txn_272,TxUI152,TxUI4274,49449,05-05-2011
txn_273,TxUI143,TxUI53479,57883,05-05-2011
txn_274,TxUI180,TxUI99454,29870,05-05-2011
txn_275,TxUI65873,TxUI267,123972,05-05-2011
txn_276,TxUI23814,TxUI259,28486,05-05-2011
txn_277,TxUI249,TxUI65844,121098,05-05-2011
txn_278,TxUI161592,TxUI430,71904,05-05-2011
txn_279,TxUI123282,TxUI156,45438,06-05-2011
txn_280,TxUI176,TxUI123272,58095,06-05-2011
txn_281,TxUI122548,TxUI218,50369,06-05-2011
txn_282,TxUI123266,TxUI284,92113,06-05-2011
txn_283,TxUI299,TxUI122584,34613,06-05-2011
txn_284,TxUI269,TxUI123234,17195,06-05-2011
txn_285,TxUI22462,TxUI422,71375,06-05-2011
txn_286,TxUI249265,TxUI442,77628,06-05-2011
txn_287,TxUI417,TxUI161536,92894,06-05-2011
txn_288,TxUI491,TxUI249268,45805,06-05-2011
txn_289,TxUI11180,TxUI422,181286,07-05-2011
txn_290,TxUI141515,TxUI497,180368,07-05-2011
txn_291,TxUI71853,TxUI443,44179,07-05-2011
txn_292,TxUI421,TxUI141575,92510,07-05-2011
txn_293,TxUI436,TxUI71837,51542,07-05-2011
txn_294,TxUI458,TxUI11137,11023,07-05-2011
txn_295,TxUI451,TxUI758212,31451,07-05-2011
txn_296,TxUI142178,TxUI215,183780,08-05-2011
txn_297,TxUI29978,TxUI245,47779,08-05-2011
txn_298,TxUI239,TxUI29915,11648,08-05-2011
txn_299,TxUI235,TxUI142127,82106,08-05-2011
txn_300,TxUI14831,TxUI447,877100,08-05-2011
txn_301,TxUI56729,TxUI413,76148,08-05-2011
txn_302,TxUI162137,TxUI427,75790,08-05-2011
txn_303,TxUI31310,TxUI451,36978,08-05-2011
txn_304,TxUI442,TxUI56743,80835,08-05-2011
txn_305,TxUI467,TxUI162118,77526,08-05-2011
txn_306,TxUI444,TxUI31321,85982,08-05-2011
txn_307,TxUI194228,TxUI114,73201,09-05-2011
txn_308,TxUI179,TxUI194295,60468,09-05-2011
txn_309,TxUI71618,TxUI433,13999,09-05-2011
txn_310,TxUI438,TxUI71680,49020,09-05-2011
txn_311,TxUI132,TxUI758923,11462,10-05-2011
txn_312,TxUI109811,TxUI241,20900,10-05-2011
txn_313,TxUI249980,TxUI216,90194,10-05-2011
txn_314,TxUI249733,TxUI211,93224,10-05-2011
txn_315,TxUI233,TxUI9993,248848,10-05-2011
txn_316,TxUI224,TxUI25196,185136,10-05-2011
txn_317,TxUI224,TxUI109810,45100,10-05-2011
txn_318,TxUI262,TxUI249937,98150,10-05-2011
txn_319,TxUI250,TxUI249764,37558,10-05-2011
txn_320,TxUI13920,TxUI475,192292,10-05-2011
txn_321,TxUI123369,TxUI488,102714,10-05-2011
txn_322,TxUI60947,TxUI412,127730,10-05-2011
txn_323,TxUI491,TxUI123353,85512,10-05-2011
txn_324,TxUI487,TxUI60984,120186,10-05-2011
txn_325,TxUI411,TxUI758939,10266,10-05-2011
txn_326,TxUI50870,TxUI283,26585,11-05-2011
txn_327,TxUI220,TxUI50887,42661,11-05-2011
txn_328,TxUI50894,TxUI419,306920,11-05-2011
txn_329,TxUI465,TxUI50871,306696,11-05-2011
txn_330,TxUI229,TxUI26399,466105,12-05-2011
txn_331,TxUI430,TxUI36559,179622,12-05-2011
txn_332,TxUI246,TxUI6554,26169,13-05-2011
txn_333,TxUI65482,TxUI412,107397,13-05-2011
txn_334,TxUI53889,TxUI483,105518,13-05-2011
txn_335,TxUI57041,TxUI441,30154,13-05-2011
txn_336,TxUI441,TxUI56271,50755,13-05-2011
txn_337,TxUI478,TxUI65499,30483,13-05-2011
txn_338,TxUI438,TxUI57039,96910,13-05-2011
txn_339,TxUI53451,TxUI423,339160,14-05-2011
txn_340,TxUI32645,TxUI493,126680,14-05-2011
txn_341,TxUI34197,TxUI486,189418,14-05-2011
txn_342,TxUI465,TxUI53458,288044,14-05-2011
txn_343,TxUI490,TxUI32675,28846,14-05-2011
txn_344,TxUI455,TxUI34194,46644,14-05-2011
txn_345,TxUI6335,TxUI251,68939,15-05-2011
txn_346,TxUI195752,TxUI285,92173,15-05-2011
txn_347,TxUI163562,TxUI213,67596,15-05-2011
txn_348,TxUI229,TxUI6322,83709,15-05-2011
txn_349,TxUI267,TxUI195787,85265,15-05-2011
txn_350,TxUI269,TxUI163533,84092,15-05-2011
txn_351,TxUI258,TxUI91562,88663,15-05-2011
txn_352,TxUI195216,TxUI157,257310,16-05-2011
txn_353,TxUI232,TxUI77718,34601,16-05-2011
txn_354,TxUI91753,TxUI441,119866,16-05-2011
txn_355,TxUI251138,TxUI486,42830,16-05-2011
txn_356,TxUI450,TxUI50120,420425,16-05-2011
txn_357,TxUI496,TxUI91792,242160,16-05-2011
txn_358,TxUI444,TxUI163465,75454,16-05-2011
txn_359,TxUI450,TxUI251195,92551,16-05-2011
txn_360,TxUI10648,TxUI458,291032,17-05-2011
txn_361,TxUI421,TxUI10627,320256,17-05-2011
txn_362,TxUI18144,TxUI268,139855,18-05-2011
txn_363,TxUI18190,TxUI411,21828,18-05-2011
txn_364,TxUI53653,TxUI455,163988,18-05-2011
txn_365,TxUI91873,TxUI493,46119,18-05-2011
txn_366,TxUI410,TxUI18185,74738,18-05-2011
txn_367,TxUI441,TxUI53675,188248,18-05-2011
txn_368,TxUI447,TxUI91880,52708,18-05-2011
txn_369,TxUI13146,TxUI449,454672,19-05-2011
txn_370,TxUI433,TxUI13181,263315,19-05-2011
txn_371,TxUI110762,TxUI461,237765,20-05-2011
txn_372,TxUI487,TxUI110789,122688,20-05-2011
txn_373,TxUI164249,TxUI462,46149,21-05-2011
txn_374,TxUI110969,TxUI473,21197,21-05-2011
txn_375,TxUI480,TxUI110984,186228,21-05-2011
txn_376,TxUI485,TxUI164242,30124,21-05-2011
txn_377,TxUI23653,TxUI246,73184,22-05-2011
txn_378,TxUI91578,TxUI274,51624,22-05-2011
txn_379,TxUI264,TxUI11965,256404,22-05-2011
txn_380,TxUI247,TxUI740045,160895,22-05-2011
txn_381,TxUI293,TxUI23667,10240,22-05-2011
txn_382,TxUI3780,TxUI417,672728,22-05-2011
txn_383,TxUI66157,TxUI420,279513,22-05-2011
txn_384,TxUI482,TxUI77782,140312,22-05-2011
txn_385,TxUI471,TxUI66193,74466,22-05-2011
txn_386,TxUI18245,TxUI223,88580,23-05-2011
txn_387,TxUI197721,TxUI242,20165,23-05-2011
txn_388,TxUI255,TxUI18252,59740,23-05-2011
txn_389,TxUI221,TxUI197766,44188,23-05-2011
txn_390,TxUI43718,TxUI439,395290,23-05-2011
txn_391,TxUI23666,TxUI482,63108,23-05-2011
txn_392,TxUI36743,TxUI476,121113,23-05-2011
txn_393,TxUI446,TxUI36772,157774,23-05-2011
txn_394,TxUI418,TxUI139840,294186,24-05-2011
txn_395,TxUI280,TxUI192939,84892,25-05-2011
txn_396,TxUI91017,TxUI455,195876,25-05-2011
txn_397,TxUI163625,TxUI424,105996,25-05-2011
txn_398,TxUI8838,TxUI460,187318,25-05-2011
txn_399,TxUI443,TxUI91061,274104,25-05-2011
txn_400,TxUI473,TxUI100330,193986,25-05-2011
txn_401,TxUI479,TxUI8821,158808,25-05-2011
txn_402,TxUI418,TxUI163618,69806,25-05-2011
txn_403,TxUI123970,TxUI481,206712,26-05-2011
txn_404,TxUI46654,TxUI482,78456,26-05-2011
txn_405,TxUI100399,TxUI480,249747,26-05-2011
txn_406,TxUI110890,TxUI415,68693,26-05-2011
txn_407,TxUI432,TxUI123934,111088,26-05-2011
txn_408,TxUI278,TxUI750862,333965,27-05-2011
txn_409,TxUI77720,TxUI455,513546,27-05-2011
txn_410,TxUI20259,TxUI467,167324,27-05-2011
txn_411,TxUI412,TxUI20252,192981,27-05-2011
txn_412,TxUI445,TxUI110836,237618,27-05-2011
txn_413,TxUI486,TxUI71166,181450,27-05-2011
txn_414,TxUI377461,TxUI475,144489,29-05-2011
txn_415,TxUI451,TxUI377426,153982,29-05-2011
txn_416,TxUI50762,TxUI176,28603,30-05-2011
txn_417,TxUI156,TxUI47293,60534,30-05-2011
txn_418,TxUI121,TxUI50789,18025,30-05-2011
txn_419,TxUI9116,TxUI262,236752,30-05-2011
txn_420,TxUI47231,TxUI183,109134,31-05-2011
txn_421,TxUI139833,TxUI412,462720,31-05-2011
txn_422,TxUI66451,TxUI463,45946,31-05-2011
txn_423,TxUI437,TxUI109119,65694,31-05-2011
txn_424,TxUI496,TxUI66474,151262,31-05-2011
txn_425,TxUI21716,TxUI218,145198,01-06-2011
txn_426,TxUI199825,TxUI232,90034,01-06-2011
txn_427,TxUI290,TxUI21789,149240,01-06-2011
txn_428,TxUI242,TxUI199887,80802,01-06-2011
txn_429,TxUI4220,TxUI232,701110,02-06-2011
txn_430,TxUI47377,TxUI260,215984,02-06-2011
txn_431,TxUI296,TxUI4277,81315,02-06-2011
txn_432,TxUI261,TxUI47317,327152,02-06-2011
txn_433,TxUI57237,TxUI424,130116,02-06-2011
txn_434,TxUI44989,TxUI465,35714,02-06-2011
txn_435,TxUI494,TxUI4557,376560,02-06-2011
txn_436,TxUI255995,TxUI168,25898,03-06-2011
txn_437,TxUI130,TxUI57868,51324,03-06-2011
txn_438,TxUI158,TxUI255961,77773,03-06-2011
txn_439,TxUI200652,TxUI270,132930,03-06-2011
txn_440,TxUI77799,TxUI252,50334,03-06-2011
txn_441,TxUI44978,TxUI296,54147,03-06-2011
txn_442,TxUI233,TxUI200620,133138,03-06-2011
txn_443,TxUI293,TxUI44914,86153,03-06-2011
txn_444,TxUI452,TxUI53895,138180,03-06-2011
txn_445,TxUI72515,TxUI199,92969,04-06-2011
txn_446,TxUI138,TxUI72510,18384,04-06-2011
txn_447,TxUI200216,TxUI443,129618,04-06-2011
txn_448,TxUI486,TxUI200265,164784,04-06-2011
txn_449,TxUI3547,TxUI222,15323,05-06-2011
txn_450,TxUI271,TxUI3570,62691,05-06-2011
txn_451,TxUI78185,TxUI473,65714,05-06-2011
txn_452,TxUI200161,TxUI478,68263,05-06-2011
txn_453,TxUI493,TxUI100947,233772,05-06-2011
txn_454,TxUI476,TxUI78156,70562,05-06-2011
txn_455,TxUI471,TxUI200188,72827,05-06-2011
txn_456,TxUI57849,TxUI130,164028,06-06-2011
txn_457,TxUI759650,TxUI446,167464,06-06-2011
txn_458,TxUI124847,TxUI148,42138,07-06-2011
txn_459,TxUI141,TxUI124812,19241,07-06-2011
txn_460,TxUI85953,TxUI476,580370,07-06-2011
txn_461,TxUI100984,TxUI475,75210,07-06-2011
txn_462,TxUI42340,TxUI452,377315,07-06-2011
txn_463,TxUI167882,TxUI474,106308,07-06-2011
txn_464,TxUI101060,TxUI450,45634,07-06-2011
txn_465,TxUI429,TxUI62643,332304,07-06-2011
txn_466,TxUI416,TxUI101052,33704,07-06-2011
txn_467,TxUI445,TxUI85918,90433,07-06-2011
txn_468,TxUI125196,TxUI146,61326,08-06-2011
txn_469,TxUI149,TxUI258635,72779,08-06-2011
txn_470,TxUI123,TxUI111721,82256,08-06-2011
txn_471,TxUI143,TxUI30072,61079,08-06-2011
txn_472,TxUI57840,TxUI440,46362,08-06-2011
txn_473,TxUI72715,TxUI488,76863,08-06-2011
txn_474,TxUI446,TxUI57872,162906,08-06-2011
txn_475,TxUI428,TxUI72774,116982,08-06-2011
txn_476,TxUI258676,TxUI122,196326,09-06-2011
txn_477,TxUI31227,TxUI253,465048,09-06-2011
txn_478,TxUI31293,TxUI434,390456,09-06-2011
txn_479,TxUI496,TxUI202465,26370,09-06-2011
txn_480,TxUI47539,TxUI249,16753,10-06-2011
txn_481,TxUI127,TxUI125172,51337,11-06-2011
txn_482,TxUI201753,TxUI470,183698,11-06-2011
txn_483,TxUI465,TxUI201737,181536,11-06-2011
txn_484,TxUI255251,TxUI198,138030,12-06-2011
txn_485,TxUI206540,TxUI129,66183,12-06-2011
txn_486,TxUI487,TxUI38190,101420,12-06-2011
txn_487,TxUI474,TxUI8423,66447,12-06-2011
txn_488,TxUI35693,TxUI489,71508,13-06-2011
txn_489,TxUI436,TxUI14880,131140,13-06-2011
txn_490,TxUI425,TxUI35699,191350,13-06-2011
txn_491,TxUI133,TxUI261980,43576,14-06-2011
txn_492,TxUI185,TxUI260529,52378,14-06-2011
txn_493,TxUI169343,TxUI294,83074,14-06-2011
txn_494,TxUI254,TxUI169338,65677,14-06-2011
txn_495,TxUI8412,TxUI459,142596,14-06-2011
txn_496,TxUI466,TxUI759659,400050,14-06-2011
txn_497,TxUI15366,TxUI496,47223,15-06-2011
txn_498,TxUI463,TxUI144547,123126,15-06-2011
